source_url,name,short_description,description,price,stock,brand,category_id,category_name,image_url,flavor_enabled,flavors
https://vaporcentrovm.com.ar/producto/pod-elfbar-touch-20-000-puffs/,POD Elfbar Touch 20.000 Puffs,"ELFBAR BC20000 TOUCH | Tecnología, Sabor y Máximo Control 🚀 Innovación en vapeo desechable – El ELFBAR BC20000 TOUCH redefine la experiencia con su MEGA PANTALLA TÁCTIL, potencia ajustable y sabores intensos. 💨 Hasta 20,000 puffs – Precargado con 20 ml de e-líquido premium y 5% de nicotina, ofreciendo una experiencia prolongada y satisfactoria. ⚡ Potencia ajustable – Personaliza cada calada con su sistema de energía de múltiples niveles. 🔥 Bobina de malla dual – Máximo rendimiento en sabor y producción de vapor con cada inhalación. 📊 Pantalla táctil inteligente – Monitorea el nivel de batería y e-líquido fácilmente. 🔋 Batería recargable de 750 mAh – Carga rápida USB Tipo-C para asegurar el uso hasta la última gota de líquido. 🎯 Diseño elegante y portátil – Ideal para vapear en cualquier momento y lugar. ⚠️ Importante: Producto desechable, no cuenta con garantía y es exclusivo para mayores de 18 años. ✨ Elige tu sabor favorito y disfruta de la mejor tecnología en vapeo con ELFBAR BC20000 TOUCH.","Peso N/D Dimensiones N/D Sabor: GRAPE ENERGY , WATERMELON ICE , STRAWBERRY WATERMELON BUBBLE GUM , MANGO PEACH , CRANBERRY GRAPE ICE , POLAR MINT , CHERRY PEACH LEMONADE , WATERMELON CHERRY , BLUEBERRY RASPBERRY , CLASSIC COFFEE",11000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/elfbar_touch_20k.jpg,True,GRAPE ENERGY|WATERMELON ICE|STRAWBERRY WATERMELON BUBBLE GUM|MANGO PEACH|CRANBERRY GRAPE ICE|POLAR MINT|CHERRY PEACH LEMONADE|WATERMELON CHERRY|BLUEBERRY RASPBERRY|CLASSIC COFFEE
https://vaporcentrovm.com.ar/producto/%e2%9a%a1-lost-mary-mt35000-turbo-%f0%9f%92%a8-35k-puffs-potencia-maxima/,⚡ Lost Mary MT35000 Turbo 💨 35K Puffs Potencia Máxima,"🔥 Lost Mary MT35000 Turbo 💨 Disponible en Vapor Centro VM, líderes en Argentina en descartables originales e importados. 🚀","Descubrí el nuevo Lost Mary MT35000 Turbo 🔥 en Vapor Centro VM, tu web de confianza en Argentina para vapers exigentes. Con más de 35.000 puffs, este dispositivo ofrece potencia, autonomía y un diseño innovador 💨. En Vapor Centro VM somos referentes en el país, especializados en descartables originales e importados, garantizando calidad y seguridad en cada producto. 🚀 Elegí la mejor experiencia de vapeo con nosotros: autenticidad, variedad y los precios más competitivos en Argentina.",32000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/08/BlurRazzICe_79989936-3372-48da-9457-95b22df3149b.webp,True,OUR GRAPE ICE|MIAMI MINT|BANANA ICE|BLEU RAZZ ICE|STRAWBERRY ICE|BAJA SPLASH|WATERMELON ICE|STRAWBERRY KIWI
https://vaporcentrovm.com.ar/producto/cartucho-desechable-life-pod-8000k-solo-para-equipo-life-pod-hasta-8-000-caladas/,Cartucho Desechable Life Pod 8000K – Solo para Equipo Life Pod | Hasta 8.000 Caladas,Cartucho desechable para Life Pod. Hasta 8.000 caladas con sabor intenso. Sin recargas ni mantenimiento.,"El Cartucho Life Pod 8000K es un cartucho desechable prellenado , diseñado exclusivamente para su uso con el dispositivo Life Pod . Con una capacidad de hasta 8.000 caladas , ofrece una experiencia de vapeo prolongada, sin recargas, sin líquidos y sin complicaciones. Cada cartucho viene cargado con sabores intensos y tecnología de malla para una inhalación suave y constante. Una vez terminado, simplemente se reemplaza por uno nuevo. Ideal para quienes buscan comodidad, duración y sabor en cada calada. ⚠️ IMPORTANTE: Este cartucho no funciona de forma independiente . Se requiere el equipo Life Pod para poder utilizarlo. El Cartucho Life Pod 8000K funciona solo? No. Este cartucho es desechable y requiere el equipo Life Pod para poder usarse. 🟡 ¿Cuántas caladas ofrece? Hasta 8.000 caladas por cartucho. 🟡 ¿Puedo recargarlo con líquido? No. Los cartuchos Life Pod 8000K vienen prellenados y no son recargables . 🟡 ¿Qué pasa cuando se termina? Simplemente lo reemplazás por un cartucho nuevo. Es 100% desechable. 🟡 ¿Hay variedad de sabores? ¡Sí! Están disponibles en múltiples sabores intensos y frutales.",17000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/04/PhotoRoom_20230815_171109_800x800_crop_center@2x.webp,True,STRAWBERRY MANGO|STRAWBERRY BANANA|TROPICAL|BANANA ICE|STRAWBERRY ICE
https://vaporcentrovm.com.ar/producto/cartucho-life-pod-eco-ii-10k/,CARTUCHO LIFE POD ECO II 10K,"🔄 Cartuchos reemplazables : usá el mismo dispositivo, cambiá solo el cartucho 💨 Tecnología mesh coil : mejor sabor, vapor más uniforme 🌈 Gran variedad de sabores: frutales, mentolados y clásicos 🧩 Compatibles solo con el Life Pod Eco II 10K 📦 Vienen prellenados y listos para usar","Dale nueva vida a tu dispositivo con los cartuchos originales del Life Pod Eco II 10K . Diseñados exclusivamente para este modelo, ofrecen un sabor más puro y una experiencia más intensa gracias a su tecnología de resistencia mesh . ¿Estos cartuchos sirven para cualquier Life Pod? No. Son exclusivos del modelo Eco II 10K . No funcionan en modelos anteriores ni en pods desechables. 📌 ¿Cuántas caladas trae cada cartucho? Cada cartucho rinde aproximadamente 10.000 caladas , dependiendo del uso individual. 📌 ¿Cómo se reemplaza el cartucho? Solo tenés que retirar el cartucho viejo y encastrar el nuevo en el dispositivo Eco II 10K. No necesita herramientas ni mantenimiento.",26000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/04/GECUGI_1724132377.jpg,True,BLUE RAZZ|LOVE 66|GRAPE ICE|GRAPE BUBBLEGUM|BLUEBERRY WATERMELON|WHITE MOCHA ICE|TABACCO VIRGINIA
https://vaporcentrovm.com.ar/producto/descartable-elfbar-fs-18000-puffs/,Descartable Elfbar FS 18000 Puffs,"🚀 ELFBAR FS 18000 Puff – Potencia y Sabor en Cada Calada 💨 ¡Descubre el ElfBar FS 18000, el vape desechable recargable que lleva tu experiencia al siguiente nivel! Con hasta 18,000 puffs, una batería de 800mAh y carga rápida USB-C, disfrutarás de un rendimiento duradero sin interrupciones. ✨ Características principales: ✔️ 💨 18,000 puffs para una experiencia prolongada ✔️ 🔋 Batería recargable de 800mAh ✔️ ⚡ Carga rápida USB-C para mayor comodidad ✔️ 💧 22ML de líquido con sabores intensos ✔️ 🎨 Diseño elegante, compacto y portátil ⚠️ Contiene nicotina. Solo para adultos. ¡Vapea con responsabilidad!","Peso N/D Dimensiones N/D Sabor: Watermelon Bubble Gum , Cherry Peach Lemonade , Peach Berry , Strawberry Grape , Watermelon Ice , Peach Ice , Blueberry Ice , Orange Watermelon , Blueberry Raspberry , Double Apple",19000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/elfbar_fs_18k.jpg,True,Watermelon Bubble Gum|Cherry Peach Lemonade|Peach Berry|Strawberry Grape|Watermelon Ice|Peach Ice|Blueberry Ice|Orange Watermelon|Blueberry Raspberry|Double Apple
https://vaporcentrovm.com.ar/producto/descartable-elfbar-sweet-king-40-000-puffs/,Descartable Elfbar Sweet King 40.000 Puffs,"Elfbar Sweet King 40K – Potencia, Dulzura y Personalización en Cada Calada El Elfbar Sweet King 40K redefine la experiencia del vapeo con una increíble autonomía de hasta 40.000 caladas y un exclusivo sistema de cinco modos de dulzor, permitiéndote ajustar la intensidad del sabor a tu gusto. Este vapeador desechable recargable combina potencia, personalización y conveniencia en un solo dispositivo. 🔋 Batería recargable de 850 mAh para un rendimiento prolongado. 💨 20 ml de e-líquido precargado con sabores intensos y duraderos. ⚡ Concentración de nicotina del 5%, ideal para quienes buscan una experiencia satisfactoria. 🔌 Puerto USB-C para una carga rápida y eficiente. Descubre el Elfbar Sweet King 40K y disfruta de un vapeo a otro nivel con la máxima comodidad y calidad. ¡Consíguelo ahora!","Peso N/D Dimensiones N/D Sabor: RASPBERRY ORANGE , BLUE RAZZ B-POP , WATERMELON ROLL UPS , WINTERGREEN SAVERS",34000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/Elfbar_sweet_king.jpg,True,RASPBERRY ORANGE|BLUE RAZZ B-POP|WATERMELON ROLL UPS|WINTERGREEN SAVERS
https://vaporcentrovm.com.ar/producto/descartable-ignite-15-000-puffs/,Descartable Ignite 15.000 Puffs,"Ignite V150 15000 Puffs Ignite V150 con un diseño elegante y portátil, este pod desechable se adapta perfectamente a tu estilo. ✨ Características principales: ✔️ 💨 15,000 puffs para una experiencia prolongada ✔️ 🔋 Batería recargable de 650mAh con carga rápida Tipo-C ✔️ 🌟 Resistencia de malla para un sabor más intenso ✔️ ⚡ 5% de nicotina para una experiencia satisfactoria ✔️ 🎨 Diseño compacto, elegante y fácil de llevar ⚠️ Contiene nicotina. Solo para adultos. ¡Vapea con responsabilidad!","Peso N/D Dimensiones N/D Sabor: Green Apple , Sour Raspberry , Ice Mint , Cherry Watermelon Ice , Blueberry Ice , Berry Blast , Strawberry Ice , Tobacco , Strawberry Kiwi , Watermelon Mix , Cherry Banana , Dragón Fruit Lemonade",26000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/ignite_15k.jpg,True,Green Apple|Sour Raspberry|Ice Mint|Cherry Watermelon Ice|Blueberry Ice|Berry Blast|Strawberry Ice|Tobacco|Strawberry Kiwi|Watermelon Mix|Cherry Banana|Dragón Fruit Lemonade
https://vaporcentrovm.com.ar/producto/descartable-ignite-v250-25-000-puffs/,Descartable Ignite V250 25.000 Puffs,"Ignite V250 | Pod Desechable de 25,000 Puffs 🔥 Potencia y practicidad – El Ignite V250 es el pod desechable ideal para sesiones largas, ofreciendo hasta 25,000 caladas para una experiencia de vapeo continua y sin preocupaciones. 💧 Capacidad de líquido – Precargado con 16 ml de e-líquido de sabor mentolado, perfecto para aquellos que buscan frescura en cada inhalación. ⚡ Modos Eco y Boost – Personaliza tu experiencia: Modo Eco: Caladas suaves que prolongan la vida útil de la batería y del e-líquido. Modo Boost: Caladas más densas e intensas para una experiencia de vapeo potente. 📊 Indicadores de batería y jugo – Monitorea fácilmente los niveles de batería y e-líquido, asegurando que no te sorprendan. 🔋 Diseño robusto y recargable – Equipado con una batería de 650 mAh recargable mediante USB-C, optimizando cada carga para un rendimiento prolongado. 💨 Resistencia de doble malla – Garantiza una vaporización suave y uniforme, mejorando la calidad del vapor. 🖥️ Pantalla de información – Muestra la duración de la batería y del e-líquido para mayor comodidad. 🎨 Diseño compacto y portátil – Discreto y ligero, ideal para llevar a cualquier lugar y disfrutar de tu vapeo en cualquier ocasión. ⚠️ Importante: Producto desechable, no cuenta con garantía y es exclusivo para mayores de 18 años. ✨ ¡Vive la experiencia Ignite V250 y lleva tu vapeo al siguiente nivel!","Peso N/D Dimensiones N/D Sabor: ALOE GRAPE ICE , WATERMELON DRAGON FRUIT , STRAWBERRY BANANA , WATERMELON ICE , BLUEBERRY ICE , STRAWBERRY KIWI , ICY MINT , STRAWBERRY ICE , GRAPE ICE , PINEAPPLE MANGO , MINTY MELON , GREEN APPLE",21000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/ignite_v250.jpg,True,ALOE GRAPE ICE|WATERMELON DRAGON FRUIT|STRAWBERRY BANANA|WATERMELON ICE|BLUEBERRY ICE|STRAWBERRY KIWI|ICY MINT|STRAWBERRY ICE|GRAPE ICE|PINEAPPLE MANGO|MINTY MELON|GREEN APPLE
https://vaporcentrovm.com.ar/producto/descartable-lost-mary-20-000-puffs/,Descartable Lost Mary 20.000 Puffs,"Lost Mary MO20000 – Experiencia Premium en Cada Calada 💨 El Lost Mary MO20000 es un vape desechable de alto rendimiento, diseñado para ofrecer una experiencia de vapeo sin complicaciones. Con hasta 20,000 caladas, este dispositivo es perfecto para quienes buscan duración y sabor excepcionales en cada sesión. ✨ Características principales: ✔️ 💨 20,000 caladas para un vapeo prolongado ✔️ 📱 Pantalla LED con información sobre el estado de batería, conteo de caladas y regulación de potencia ✔️ 🍓 Amplia gama de sabores deliciosos, desde frutas exóticas hasta mezclas refrescantes ✔️ 🔋 Batería recargable mediante USB-C para mayor comodidad ✔️ 🔒 Circuito de protección incorporado para una experiencia segura ✔️ 🎨 Diseño elegante y compacto, fácil de usar y transportar ⚠️ Contiene nicotina. Solo para adultos. ¡Vapea con responsabilidad!","Peso N/D Dimensiones N/D Sabor: RAINBOW SHERBET , ROCKET POPSICLE , ICE MIN , WATERMELON ICE , STRAWBERRY ICE , PINEAPPLE ICE , STRAWBERRY KIWI , MANGO TWIST , TROPICAL PUNCH , DRAGON DRINK",23000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/lost_mary_20k.jpg,True,RAINBOW SHERBET|ROCKET POPSICLE|ICE MIN|WATERMELON ICE|STRAWBERRY ICE|PINEAPPLE ICE|STRAWBERRY KIWI|MANGO TWIST|TROPICAL PUNCH|DRAGON DRINK
https://vaporcentrovm.com.ar/producto/descartable-masking-vimaxi-20-000-puffs/,Descartable Masking Vimaxi 20.000 Puffs,"Maskking Vimaxi 20K Puffs | Potencia, Control y Máximo Sabor 🔥 Alto rendimiento y tecnología avanzada – El Maskking Vimaxi 20,000 Puffs es un vape desechable diseñado para quienes buscan una experiencia personalizada y duradera. 🔋 Batería recargable de 600 mAh – Mantiene una potencia constante y se recarga fácilmente mediante USB Tipo-C, garantizando sabor y vapor hasta la última calada. 📊 Pantalla integrada – Monitorea en tiempo real el nivel de batería y la cantidad de caladas restantes. 💨 Flujo de aire ajustable – Personaliza cada bocanada con opciones de caladas cerradas (MTL) o abiertas (DTL). ⚡ Modo Normal y Turbo – Ajusta la potencia según tu preferencia: ✅ Normal: Consumo equilibrado y estable. 🚀 Turbo: Golpe de vapor más intenso para una experiencia potente. 🎯 Diseño compacto y elegante – Fácil de transportar, con un acabado ergonómico para mayor comodidad. ⚠️ Importante: Producto desechable, no cuenta con garantía y está dirigido exclusivamente a mayores de 18 años.","Peso N/D Dimensiones N/D Sabor: STRAWBERRY MINT LEMONADE , STRAWBERRY KIWI , STRAWBERRY MANGO , STRAWBERRY BANANA , COOL MINT , STRAWBERRY ICE , MANGO PIMEAPPLE , WATERMELON ICE",25000.0,10,,1,POD Descartables/Desechables,https://vaporcentrovm.com.ar/wp-content/uploads/2025/03/masking_vimaxi_20k.jpg,True,STRAWBERRY MINT LEMONADE|STRAWBERRY KIWI|STRAWBERRY MANGO|STRAWBERRY BANANA|COOL MINT|STRAWBERRY ICE|MANGO PIMEAPPLE|WATERMELON ICE
